frontend_question_id,question__title,question__title_slug,difficulty,paid_only
870,Advantage Shuffle,advantage-shuffle,2,False
869,Reordered Power of 2,reordered-power-of-2,2,False
868,Binary Gap,binary-gap,1,False
867,Transpose Matrix,transpose-matrix,1,False
866,Prime Palindrome,prime-palindrome,2,False
865,Smallest Subtree with all the Deepest Nodes,smallest-subtree-with-all-the-deepest-nodes,2,False
864,Shortest Path to Get All Keys,shortest-path-to-get-all-keys,3,False
710,Random Pick with Blacklist,random-pick-with-blacklist,3,False
863,All Nodes Distance K in Binary Tree,all-nodes-distance-k-in-binary-tree,2,False
862,Shortest Subarray with Sum at Least K,shortest-subarray-with-sum-at-least-k,3,False
861,Score After Flipping Matrix,score-after-flipping-matrix,2,False
860,Lemonade Change,lemonade-change,1,False
859,Buddy Strings,buddy-strings,1,False
858,Mirror Reflection,mirror-reflection,2,False
857,Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers,3,False
856,Score of Parentheses,score-of-parentheses,2,False
855,Exam Room,exam-room,2,False
854,K-Similar Strings,k-similar-strings,3,False
853,Car Fleet,car-fleet,2,False
852,Peak Index in a Mountain Array,peak-index-in-a-mountain-array,2,False
851,Loud and Rich,loud-and-rich,2,False
850,Rectangle Area II,rectangle-area-ii,3,False
849,Maximize Distance to Closest Person,maximize-distance-to-closest-person,2,False
848,Shifting Letters,shifting-letters,2,False
847,Shortest Path Visiting All Nodes,shortest-path-visiting-all-nodes,3,False
846,Hand of Straights,hand-of-straights,2,False
845,Longest Mountain in Array,longest-mountain-in-array,2,False
844,Backspace String Compare,backspace-string-compare,1,False
843,Guess the Word,guess-the-word,3,False
842,Split Array into Fibonacci Sequence,split-array-into-fibonacci-sequence,2,False
841,Keys and Rooms,keys-and-rooms,2,False
840,Magic Squares In Grid,magic-squares-in-grid,2,False
839,Similar String Groups,similar-string-groups,3,False
838,Push Dominoes,push-dominoes,2,False
837,New 21 Game,new-21-game,2,False
836,Rectangle Overlap,rectangle-overlap,1,False
489,Robot Room Cleaner,robot-room-cleaner,3,True
835,Image Overlap,image-overlap,2,False
834,Sum of Distances in Tree,sum-of-distances-in-tree,3,False
833,Find And Replace in String,find-and-replace-in-string,2,False
832,Flipping an Image,flipping-an-image,1,False
622,Design Circular Queue,design-circular-queue,2,False
641,Design Circular Deque,design-circular-deque,2,False
831,Masking Personal Information,masking-personal-information,2,False
830,Positions of Large Groups,positions-of-large-groups,1,False
829,Consecutive Numbers Sum,consecutive-numbers-sum,3,False
828,Count Unique Characters of All Substrings of a Given String,count-unique-characters-of-all-substrings-of-a-given-string,3,False
827,Making A Large Island,making-a-large-island,3,False
826,Most Profit Assigning Work,most-profit-assigning-work,2,False
825,Friends Of Appropriate Ages,friends-of-appropriate-ages,2,False
824,Goat Latin,goat-latin,1,False
708,Insert into a Sorted Circular Linked List,insert-into-a-sorted-circular-linked-list,2,True
823,Binary Trees With Factors,binary-trees-with-factors,2,False
822,Card Flipping Game,card-flipping-game,2,False
821,Shortest Distance to a Character,shortest-distance-to-a-character,1,False
820,Short Encoding of Words,short-encoding-of-words,2,False
707,Design Linked List,design-linked-list,2,False
819,Most Common Word,most-common-word,1,False
818,Race Car,race-car,3,False
817,Linked List Components,linked-list-components,2,False
816,Ambiguous Coordinates,ambiguous-coordinates,2,False
815,Bus Routes,bus-routes,3,False
814,Binary Tree Pruning,binary-tree-pruning,2,False
813,Largest Sum of Averages,largest-sum-of-averages,2,False
812,Largest Triangle Area,largest-triangle-area,1,False
811,Subdomain Visit Count,subdomain-visit-count,2,False
810,Chalkboard XOR Game,chalkboard-xor-game,3,False
809,Expressive Words,expressive-words,2,False
808,Soup Servings,soup-servings,2,False
807,Max Increase to Keep City Skyline,max-increase-to-keep-city-skyline,2,False
806,Number of Lines To Write String,number-of-lines-to-write-string,1,False
805,Split Array With Same Average,split-array-with-same-average,3,False
804,Unique Morse Code Words,unique-morse-code-words,1,False
803,Bricks Falling When Hit,bricks-falling-when-hit,3,False
802,Find Eventual Safe States,find-eventual-safe-states,2,False
801,Minimum Swaps To Make Sequences Increasing,minimum-swaps-to-make-sequences-increasing,3,False
800,Similar RGB Color,similar-rgb-color,1,True
706,Design HashMap,design-hashmap,1,False
705,Design HashSet,design-hashset,1,False
799,Champagne Tower,champagne-tower,2,False
798,Smallest Rotation with Highest Score,smallest-rotation-with-highest-score,3,False
797,All Paths From Source to Target,all-paths-from-source-to-target,2,False
796,Rotate String,rotate-string,1,False
795,Number of Subarrays with Bounded Maximum,number-of-subarrays-with-bounded-maximum,2,False
794,Valid Tic-Tac-Toe State,valid-tic-tac-toe-state,2,False
793,Preimage Size of Factorial Zeroes Function,preimage-size-of-factorial-zeroes-function,3,False
792,Number of Matching Subsequences,number-of-matching-subsequences,2,False
791,Custom Sort String,custom-sort-string,2,False
790,Domino and Tromino Tiling,domino-and-tromino-tiling,2,False
789,Escape The Ghosts,escape-the-ghosts,2,False
788,Rotated Digits,rotated-digits,2,False
787,Cheapest Flights Within K Stops,cheapest-flights-within-k-stops,2,False
786,K-th Smallest Prime Fraction,k-th-smallest-prime-fraction,2,False
785,Is Graph Bipartite?,is-graph-bipartite,2,False
784,Letter Case Permutation,letter-case-permutation,2,False
783,Minimum Distance Between BST Nodes,minimum-distance-between-bst-nodes,1,False
782,Transform to Chessboard,transform-to-chessboard,3,False
781,Rabbits in Forest,rabbits-in-forest,2,False
780,Reaching Points,reaching-points,3,False
779,K-th Symbol in Grammar,k-th-symbol-in-grammar,2,False
778,Swim in Rising Water,swim-in-rising-water,3,False
777,Swap Adjacent in LR String,swap-adjacent-in-lr-string,2,False
704,Binary Search,binary-search,1,False
776,Split BST,split-bst,2,True
775,Global and Local Inversions,global-and-local-inversions,2,False
703,Kth Largest Element in a Stream,kth-largest-element-in-a-stream,1,False
774,Minimize Max Distance to Gas Station,minimize-max-distance-to-gas-station,3,True
773,Sliding Puzzle,sliding-puzzle,3,False
702,Search in a Sorted Array of Unknown Size,search-in-a-sorted-array-of-unknown-size,2,True
772,Basic Calculator III,basic-calculator-iii,3,True
701,Insert into a Binary Search Tree,insert-into-a-binary-search-tree,2,False
700,Search in a Binary Search Tree,search-in-a-binary-search-tree,1,False
771,Jewels and Stones,jewels-and-stones,1,False
770,Basic Calculator IV,basic-calculator-iv,3,False
769,Max Chunks To Make Sorted,max-chunks-to-make-sorted,2,False
768,Max Chunks To Make Sorted II,max-chunks-to-make-sorted-ii,3,False
767,Reorganize String,reorganize-string,2,False
766,Toeplitz Matrix,toeplitz-matrix,1,False
590,N-ary Tree Postorder Traversal,n-ary-tree-postorder-traversal,1,False
589,N-ary Tree Preorder Traversal,n-ary-tree-preorder-traversal,1,False
559,Maximum Depth of N-ary Tree,maximum-depth-of-n-ary-tree,1,False
558,Logical OR of Two Binary Grids Represented as Quad-Trees,logical-or-of-two-binary-grids-represented-as-quad-trees,2,False
427,Construct Quad Tree,construct-quad-tree,2,False
431,Encode N-ary Tree to Binary Tree,encode-n-ary-tree-to-binary-tree,3,True
765,Couples Holding Hands,couples-holding-hands,3,False
764,Largest Plus Sign,largest-plus-sign,2,False
763,Partition Labels,partition-labels,2,False
762,Prime Number of Set Bits in Binary Representation,prime-number-of-set-bits-in-binary-representation,1,False
430,Flatten a Multilevel Doubly Linked List,flatten-a-multilevel-doubly-linked-list,2,False
428,Serialize and Deserialize N-ary Tree,serialize-and-deserialize-n-ary-tree,3,True
429,N-ary Tree Level Order Traversal,n-ary-tree-level-order-traversal,2,False
761,Special Binary String,special-binary-string,3,False
760,Find Anagram Mappings,find-anagram-mappings,1,True
759,Employee Free Time,employee-free-time,3,True
758,Bold Words in String,bold-words-in-string,2,True
757,Set Intersection Size At Least Two,set-intersection-size-at-least-two,3,False
426,Convert Binary Search Tree to Sorted Doubly Linked List,convert-binary-search-tree-to-sorted-doubly-linked-list,2,True
756,Pyramid Transition Matrix,pyramid-transition-matrix,2,False
755,Pour Water,pour-water,2,True
754,Reach a Number,reach-a-number,2,False
753,Cracking the Safe,cracking-the-safe,3,False
752,Open the Lock,open-the-lock,2,False
751,IP to CIDR,ip-to-cidr,2,True
750,Number Of Corner Rectangles,number-of-corner-rectangles,2,True
749,Contain Virus,contain-virus,3,False
748,Shortest Completing Word,shortest-completing-word,1,False
747,Largest Number At Least Twice of Others,largest-number-at-least-twice-of-others,1,False
746,Min Cost Climbing Stairs,min-cost-climbing-stairs,1,False
745,Prefix and Suffix Search,prefix-and-suffix-search,3,False
744,Find Smallest Letter Greater Than Target,find-smallest-letter-greater-than-target,1,False
743,Network Delay Time,network-delay-time,2,False
742,Closest Leaf in a Binary Tree,closest-leaf-in-a-binary-tree,2,True
709,To Lower Case,to-lower-case,1,False
741,Cherry Pickup,cherry-pickup,3,False
740,Delete and Earn,delete-and-earn,2,False
739,Daily Temperatures,daily-temperatures,2,False
738,Monotone Increasing Digits,monotone-increasing-digits,2,False
737,Sentence Similarity II,sentence-similarity-ii,2,True
736,Parse Lisp Expression,parse-lisp-expression,3,False
735,Asteroid Collision,asteroid-collision,2,False
734,Sentence Similarity,sentence-similarity,1,True
733,Flood Fill,flood-fill,1,False
732,My Calendar III,my-calendar-iii,3,False
731,My Calendar II,my-calendar-ii,2,False
730,Count Different Palindromic Subsequences,count-different-palindromic-subsequences,3,False
729,My Calendar I,my-calendar-i,2,False
728,Self Dividing Numbers,self-dividing-numbers,1,False
727,Minimum Window Subsequence,minimum-window-subsequence,3,True
726,Number of Atoms,number-of-atoms,3,False
725,Split Linked List in Parts,split-linked-list-in-parts,2,False
724,Find Pivot Index,find-pivot-index,1,False
723,Candy Crush,candy-crush,2,True
722,Remove Comments,remove-comments,2,False
721,Accounts Merge,accounts-merge,2,False
720,Longest Word in Dictionary,longest-word-in-dictionary,2,False
719,Find K-th Smallest Pair Distance,find-k-th-smallest-pair-distance,3,False
718,Maximum Length of Repeated Subarray,maximum-length-of-repeated-subarray,2,False
717,1-bit and 2-bit Characters,1-bit-and-2-bit-characters,1,False
716,Max Stack,max-stack,3,True
715,Range Module,range-module,3,False
714,Best Time to Buy and Sell Stock with Transaction Fee,best-time-to-buy-and-sell-stock-with-transaction-fee,2,False
713,Subarray Product Less Than K,subarray-product-less-than-k,2,False
712,Minimum ASCII Delete Sum for Two Strings,minimum-ascii-delete-sum-for-two-strings,2,False
711,Number of Distinct Islands II,number-of-distinct-islands-ii,3,True
699,Falling Squares,falling-squares,3,False
698,Partition to K Equal Sum Subsets,partition-to-k-equal-sum-subsets,2,False
697,Degree of an Array,degree-of-an-array,1,False
696,Count Binary Substrings,count-binary-substrings,1,False
695,Max Area of Island,max-area-of-island,2,False
694,Number of Distinct Islands,number-of-distinct-islands,2,True
693,Binary Number with Alternating Bits,binary-number-with-alternating-bits,1,False
692,Top K Frequent Words,top-k-frequent-words,2,False
691,Stickers to Spell Word,stickers-to-spell-word,3,False
690,Employee Importance,employee-importance,2,False
689,Maximum Sum of 3 Non-Overlapping Subarrays,maximum-sum-of-3-non-overlapping-subarrays,3,False
688,Knight Probability in Chessboard,knight-probability-in-chessboard,2,False
687,Longest Univalue Path,longest-univalue-path,2,False
686,Repeated String Match,repeated-string-match,2,False
685,Redundant Connection II,redundant-connection-ii,3,False
684,Redundant Connection,redundant-connection,2,False
683,K Empty Slots,k-empty-slots,3,True
682,Baseball Game,baseball-game,1,False
681,Next Closest Time,next-closest-time,2,True
680,Valid Palindrome II,valid-palindrome-ii,1,False
679,24 Game,24-game,3,False
678,Valid Parenthesis String,valid-parenthesis-string,2,False
677,Map Sum Pairs,map-sum-pairs,2,False
676,Implement Magic Dictionary,implement-magic-dictionary,2,False
675,Cut Off Trees for Golf Event,cut-off-trees-for-golf-event,3,False
674,Longest Continuous Increasing Subsequence,longest-continuous-increasing-subsequence,1,False
673,Number of Longest Increasing Subsequence,number-of-longest-increasing-subsequence,2,False
672,Bulb Switcher II,bulb-switcher-ii,2,False
671,Second Minimum Node In a Binary Tree,second-minimum-node-in-a-binary-tree,1,False
670,Maximum Swap,maximum-swap,2,False
669,Trim a Binary Search Tree,trim-a-binary-search-tree,2,False
668,Kth Smallest Number in Multiplication Table,kth-smallest-number-in-multiplication-table,3,False
667,Beautiful Arrangement II,beautiful-arrangement-ii,2,False
666,Path Sum IV,path-sum-iv,2,True
665,Non-decreasing Array,non-decreasing-array,2,False
664,Strange Printer,strange-printer,3,False
663,Equal Tree Partition,equal-tree-partition,2,True
662,Maximum Width of Binary Tree,maximum-width-of-binary-tree,2,False
661,Image Smoother,image-smoother,1,False
660,Remove 9,remove-9,3,True
659,Split Array into Consecutive Subsequences,split-array-into-consecutive-subsequences,2,False
658,Find K Closest Elements,find-k-closest-elements,2,False
657,Robot Return to Origin,robot-return-to-origin,1,False
656,Coin Path,coin-path,3,True
655,Print Binary Tree,print-binary-tree,2,False
654,Maximum Binary Tree,maximum-binary-tree,2,False
653,Two Sum IV - Input is a BST,two-sum-iv-input-is-a-bst,1,False
652,Find Duplicate Subtrees,find-duplicate-subtrees,2,False
651,4 Keys Keyboard,4-keys-keyboard,2,True
650,2 Keys Keyboard,2-keys-keyboard,2,False
649,Dota2 Senate,dota2-senate,2,False
648,Replace Words,replace-words,2,False
647,Palindromic Substrings,palindromic-substrings,2,False
646,Maximum Length of Pair Chain,maximum-length-of-pair-chain,2,False
645,Set Mismatch,set-mismatch,1,False
644,Maximum Average Subarray II,maximum-average-subarray-ii,3,True
643,Maximum Average Subarray I,maximum-average-subarray-i,1,False
642,Design Search Autocomplete System,design-search-autocomplete-system,3,True
640,Solve the Equation,solve-the-equation,2,False
639,Decode Ways II,decode-ways-ii,3,False
638,Shopping Offers,shopping-offers,2,False
637,Average of Levels in Binary Tree,average-of-levels-in-binary-tree,1,False
636,Exclusive Time of Functions,exclusive-time-of-functions,2,False
635,Design Log Storage System,design-log-storage-system,2,True
634,Find the Derangement of An Array,find-the-derangement-of-an-array,2,True
633,Sum of Square Numbers,sum-of-square-numbers,2,False
632,Smallest Range Covering Elements from K Lists,smallest-range-covering-elements-from-k-lists,3,False
631,Design Excel Sum Formula,design-excel-sum-formula,3,True
630,Course Schedule III,course-schedule-iii,3,False
629,K Inverse Pairs Array,k-inverse-pairs-array,3,False
628,Maximum Product of Three Numbers,maximum-product-of-three-numbers,1,False
625,Minimum Factorization,minimum-factorization,2,True
624,Maximum Distance in Arrays,maximum-distance-in-arrays,2,False
623,Add One Row to Tree,add-one-row-to-tree,2,False
621,Task Scheduler,task-scheduler,2,False
617,Merge Two Binary Trees,merge-two-binary-trees,1,False
616,Add Bold Tag in String,add-bold-tag-in-string,2,True
611,Valid Triangle Number,valid-triangle-number,2,False
609,Find Duplicate File in System,find-duplicate-file-in-system,2,False
606,Construct String from Binary Tree,construct-string-from-binary-tree,2,False
605,Can Place Flowers,can-place-flowers,1,False
604,Design Compressed String Iterator,design-compressed-string-iterator,1,True
600,Non-negative Integers without Consecutive Ones,non-negative-integers-without-consecutive-ones,3,False
599,Minimum Index Sum of Two Lists,minimum-index-sum-of-two-lists,1,False
598,Range Addition II,range-addition-ii,1,False
594,Longest Harmonious Subsequence,longest-harmonious-subsequence,1,False
593,Valid Square,valid-square,2,False
592,Fraction Addition and Subtraction,fraction-addition-and-subtraction,2,False
591,Tag Validator,tag-validator,3,False
588,Design In-Memory File System,design-in-memory-file-system,3,True
587,Erect the Fence,erect-the-fence,3,False
583,Delete Operation for Two Strings,delete-operation-for-two-strings,2,False
582,Kill Process,kill-process,2,True
581,Shortest Unsorted Continuous Subarray,shortest-unsorted-continuous-subarray,2,False
576,Out of Boundary Paths,out-of-boundary-paths,2,False
575,Distribute Candies,distribute-candies,1,False
573,Squirrel Simulation,squirrel-simulation,2,True
572,Subtree of Another Tree,subtree-of-another-tree,1,False
568,Maximum Vacation Days,maximum-vacation-days,3,True
567,Permutation in String,permutation-in-string,2,False
566,Reshape the Matrix,reshape-the-matrix,1,False
565,Array Nesting,array-nesting,2,False
564,Find the Closest Palindrome,find-the-closest-palindrome,3,False
563,Binary Tree Tilt,binary-tree-tilt,1,False
562,Longest Line of Consecutive One in Matrix,longest-line-of-consecutive-one-in-matrix,2,True
561,Array Partition,array-partition,1,False
560,Subarray Sum Equals K,subarray-sum-equals-k,2,False
557,Reverse Words in a String III,reverse-words-in-a-string-iii,1,False
556,Next Greater Element III,next-greater-element-iii,2,False
555,Split Concatenated Strings,split-concatenated-strings,2,True
554,Brick Wall,brick-wall,2,False
553,Optimal Division,optimal-division,2,False
552,Student Attendance Record II,student-attendance-record-ii,3,False
551,Student Attendance Record I,student-attendance-record-i,1,False
1730,Shortest Path to Get Food,shortest-path-to-get-food,2,True
549,Binary Tree Longest Consecutive Sequence II,binary-tree-longest-consecutive-sequence-ii,2,True
548,Split Array with Equal Sum,split-array-with-equal-sum,3,True
547,Number of Provinces,number-of-provinces,2,False
546,Remove Boxes,remove-boxes,3,False
545,Boundary of Binary Tree,boundary-of-binary-tree,2,True
544,Output Contest Matches,output-contest-matches,2,True
543,Diameter of Binary Tree,diameter-of-binary-tree,1,False
542,01 Matrix,01-matrix,2,False
541,Reverse String II,reverse-string-ii,1,False
540,Single Element in a Sorted Array,single-element-in-a-sorted-array,2,False
539,Minimum Time Difference,minimum-time-difference,2,False
538,Convert BST to Greater Tree,convert-bst-to-greater-tree,2,False
537,Complex Number Multiplication,complex-number-multiplication,2,False
536,Construct Binary Tree from String,construct-binary-tree-from-string,2,True
535,Encode and Decode TinyURL,encode-and-decode-tinyurl,2,False
533,Lonely Pixel II,lonely-pixel-ii,2,True
532,K-diff Pairs in an Array,k-diff-pairs-in-an-array,2,False
531,Lonely Pixel I,lonely-pixel-i,2,True
530,Minimum Absolute Difference in BST,minimum-absolute-difference-in-bst,1,False
529,Minesweeper,minesweeper,2,False
1721,Swapping Nodes in a Linked List,swapping-nodes-in-a-linked-list,2,False
527,Word Abbreviation,word-abbreviation,3,True
526,Beautiful Arrangement,beautiful-arrangement,2,False
525,Contiguous Array,contiguous-array,2,False
524,Longest Word in Dictionary through Deleting,longest-word-in-dictionary-through-deleting,2,False
523,Continuous Subarray Sum,continuous-subarray-sum,2,False
522,Longest Uncommon Subsequence II,longest-uncommon-subsequence-ii,2,False
521,Longest Uncommon Subsequence I,longest-uncommon-subsequence-i,1,False
520,Detect Capital,detect-capital,1,False
1983,Widest Pair of Indices With Equal Range Sum,widest-pair-of-indices-with-equal-range-sum,2,True
518,Coin Change II,coin-change-ii,2,False
517,Super Washing Machines,super-washing-machines,3,False
516,Longest Palindromic Subsequence,longest-palindromic-subsequence,2,False
515,Find Largest Value in Each Tree Row,find-largest-value-in-each-tree-row,2,False
514,Freedom Trail,freedom-trail,3,False
513,Find Bottom Left Tree Value,find-bottom-left-tree-value,2,False
2036,Maximum Alternating Subarray Sum,maximum-alternating-subarray-sum,2,True
1059,All Paths from Source Lead to Destination,all-paths-from-source-lead-to-destination,2,True
2031,Count Subarrays With More Ones Than Zeros,count-subarrays-with-more-ones-than-zeros,2,True
510,Inorder Successor in BST II,inorder-successor-in-bst-ii,2,True
508,Most Frequent Subtree Sum,most-frequent-subtree-sum,2,False
507,Perfect Number,perfect-number,1,False
506,Relative Ranks,relative-ranks,1,False
505,The Maze II,the-maze-ii,2,True
504,Base 7,base-7,1,False
503,Next Greater Element II,next-greater-element-ii,2,False
502,IPO,ipo,3,False
501,Find Mode in Binary Search Tree,find-mode-in-binary-search-tree,1,False
500,Keyboard Row,keyboard-row,1,False
499,The Maze III,the-maze-iii,3,True
498,Diagonal Traverse,diagonal-traverse,2,False
496,Next Greater Element I,next-greater-element-i,1,False
495,Teemo Attacking,teemo-attacking,1,False
494,Target Sum,target-sum,2,False
493,Reverse Pairs,reverse-pairs,3,False
492,Construct the Rectangle,construct-the-rectangle,1,False
491,Non-decreasing Subsequences,non-decreasing-subsequences,2,False
490,The Maze,the-maze,2,True
1643,Kth Smallest Instructions,kth-smallest-instructions,3,False
488,Zuma Game,zuma-game,3,False
487,Max Consecutive Ones II,max-consecutive-ones-ii,2,True
486,Predict the Winner,predict-the-winner,2,False
485,Max Consecutive Ones,max-consecutive-ones,1,False
484,Find Permutation,find-permutation,2,True
483,Smallest Good Base,smallest-good-base,3,False
482,License Key Formatting,license-key-formatting,1,False
481,Magical String,magical-string,2,False
480,Sliding Window Median,sliding-window-median,3,False
479,Largest Palindrome Product,largest-palindrome-product,3,False
477,Total Hamming Distance,total-hamming-distance,2,False
476,Number Complement,number-complement,1,False
475,Heaters,heaters,2,False
474,Ones and Zeroes,ones-and-zeroes,2,False
473,Matchsticks to Square,matchsticks-to-square,2,False
472,Concatenated Words,concatenated-words,3,False
471,Encode String with Shortest Length,encode-string-with-shortest-length,3,True
469,Convex Polygon,convex-polygon,2,True
468,Validate IP Address,validate-ip-address,2,False
467,Unique Substrings in Wraparound String,unique-substrings-in-wraparound-string,2,False
466,Count The Repetitions,count-the-repetitions,3,False
465,Optimal Account Balancing,optimal-account-balancing,3,True
464,Can I Win,can-i-win,2,False
463,Island Perimeter,island-perimeter,1,False
462,Minimum Moves to Equal Array Elements II,minimum-moves-to-equal-array-elements-ii,2,False
461,Hamming Distance,hamming-distance,1,False
460,LFU Cache,lfu-cache,3,False
459,Repeated Substring Pattern,repeated-substring-pattern,1,False
458,Poor Pigs,poor-pigs,3,False
457,Circular Array Loop,circular-array-loop,2,False
456,132 Pattern,132-pattern,2,False
455,Assign Cookies,assign-cookies,1,False
454,4Sum II,4sum-ii,2,False
453,Minimum Moves to Equal Array Elements,minimum-moves-to-equal-array-elements,2,False
452,Minimum Number of Arrows to Burst Balloons,minimum-number-of-arrows-to-burst-balloons,2,False
451,Sort Characters By Frequency,sort-characters-by-frequency,2,False
450,Delete Node in a BST,delete-node-in-a-bst,2,False
449,Serialize and Deserialize BST,serialize-and-deserialize-bst,2,False
448,Find All Numbers Disappeared in an Array,find-all-numbers-disappeared-in-an-array,1,False
447,Number of Boomerangs,number-of-boomerangs,2,False
446,Arithmetic Slices II - Subsequence,arithmetic-slices-ii-subsequence,3,False
445,Add Two Numbers II,add-two-numbers-ii,2,False
444,Sequence Reconstruction,sequence-reconstruction,2,True
443,String Compression,string-compression,2,False
442,Find All Duplicates in an Array,find-all-duplicates-in-an-array,2,False
441,Arranging Coins,arranging-coins,1,False
440,K-th Smallest in Lexicographical Order,k-th-smallest-in-lexicographical-order,3,False
439,Ternary Expression Parser,ternary-expression-parser,2,True
438,Find All Anagrams in a String,find-all-anagrams-in-a-string,2,False
437,Path Sum III,path-sum-iii,2,False
436,Find Right Interval,find-right-interval,2,False
435,Non-overlapping Intervals,non-overlapping-intervals,2,False
434,Number of Segments in a String,number-of-segments-in-a-string,1,False
433,Minimum Genetic Mutation,minimum-genetic-mutation,2,False
432,All O`one Data Structure,all-oone-data-structure,3,False
425,Word Squares,word-squares,3,True
424,Longest Repeating Character Replacement,longest-repeating-character-replacement,2,False
423,Reconstruct Original Digits from English,reconstruct-original-digits-from-english,2,False
422,Valid Word Square,valid-word-square,1,True
421,Maximum XOR of Two Numbers in an Array,maximum-xor-of-two-numbers-in-an-array,2,False
420,Strong Password Checker,strong-password-checker,3,False
419,Battleships in a Board,battleships-in-a-board,2,False
418,Sentence Screen Fitting,sentence-screen-fitting,2,True
417,Pacific Atlantic Water Flow,pacific-atlantic-water-flow,2,False
416,Partition Equal Subset Sum,partition-equal-subset-sum,2,False
415,Add Strings,add-strings,1,False
414,Third Maximum Number,third-maximum-number,1,False
413,Arithmetic Slices,arithmetic-slices,2,False
412,Fizz Buzz,fizz-buzz,1,False
411,Minimum Unique Word Abbreviation,minimum-unique-word-abbreviation,3,True
410,Split Array Largest Sum,split-array-largest-sum,3,False
409,Longest Palindrome,longest-palindrome,1,False
408,Valid Word Abbreviation,valid-word-abbreviation,1,True
407,Trapping Rain Water II,trapping-rain-water-ii,3,False
406,Queue Reconstruction by Height,queue-reconstruction-by-height,2,False
405,Convert a Number to Hexadecimal,convert-a-number-to-hexadecimal,1,False
404,Sum of Left Leaves,sum-of-left-leaves,1,False
403,Frog Jump,frog-jump,3,False
402,Remove K Digits,remove-k-digits,2,False
401,Binary Watch,binary-watch,1,False
400,Nth Digit,nth-digit,2,False
399,Evaluate Division,evaluate-division,2,False
398,Random Pick Index,random-pick-index,2,False
397,Integer Replacement,integer-replacement,2,False
396,Rotate Function,rotate-function,2,False
395,Longest Substring with At Least K Repeating Characters,longest-substring-with-at-least-k-repeating-characters,2,False
394,Decode String,decode-string,2,False
393,UTF-8 Validation,utf-8-validation,2,False
392,Is Subsequence,is-subsequence,1,False
391,Perfect Rectangle,perfect-rectangle,3,False
390,Elimination Game,elimination-game,2,False
389,Find the Difference,find-the-difference,1,False
388,Longest Absolute File Path,longest-absolute-file-path,2,False
387,First Unique Character in a String,first-unique-character-in-a-string,1,False
386,Lexicographical Numbers,lexicographical-numbers,2,False
385,Mini Parser,mini-parser,2,False
384,Shuffle an Array,shuffle-an-array,2,False
383,Ransom Note,ransom-note,1,False
382,Linked List Random Node,linked-list-random-node,2,False
381,Insert Delete GetRandom O(1) - Duplicates allowed,insert-delete-getrandom-o1-duplicates-allowed,3,False
380,Insert Delete GetRandom O(1),insert-delete-getrandom-o1,2,False
379,Design Phone Directory,design-phone-directory,2,True
378,Kth Smallest Element in a Sorted Matrix,kth-smallest-element-in-a-sorted-matrix,2,False
377,Combination Sum IV,combination-sum-iv,2,False
376,Wiggle Subsequence,wiggle-subsequence,2,False
375,Guess Number Higher or Lower II,guess-number-higher-or-lower-ii,2,False
374,Guess Number Higher or Lower,guess-number-higher-or-lower,1,False
373,Find K Pairs with Smallest Sums,find-k-pairs-with-smallest-sums,2,False
372,Super Pow,super-pow,2,False
371,Sum of Two Integers,sum-of-two-integers,2,False
370,Range Addition,range-addition,2,True
369,Plus One Linked List,plus-one-linked-list,2,True
368,Largest Divisible Subset,largest-divisible-subset,2,False
367,Valid Perfect Square,valid-perfect-square,1,False
366,Find Leaves of Binary Tree,find-leaves-of-binary-tree,2,True
365,Water and Jug Problem,water-and-jug-problem,2,False
364,Nested List Weight Sum II,nested-list-weight-sum-ii,2,True
363,Max Sum of Rectangle No Larger Than K,max-sum-of-rectangle-no-larger-than-k,3,False
362,Design Hit Counter,design-hit-counter,2,True
361,Bomb Enemy,bomb-enemy,2,True
360,Sort Transformed Array,sort-transformed-array,2,True
359,Logger Rate Limiter,logger-rate-limiter,1,True
358,Rearrange String k Distance Apart,rearrange-string-k-distance-apart,3,True
357,Count Numbers with Unique Digits,count-numbers-with-unique-digits,2,False
356,Line Reflection,line-reflection,2,True
355,Design Twitter,design-twitter,2,False
354,Russian Doll Envelopes,russian-doll-envelopes,3,False
353,Design Snake Game,design-snake-game,2,True
352,Data Stream as Disjoint Intervals,data-stream-as-disjoint-intervals,3,False
351,Android Unlock Patterns,android-unlock-patterns,2,True
350,Intersection of Two Arrays II,intersection-of-two-arrays-ii,1,False
349,Intersection of Two Arrays,intersection-of-two-arrays,1,False
348,Design Tic-Tac-Toe,design-tic-tac-toe,2,True
347,Top K Frequent Elements,top-k-frequent-elements,2,False
346,Moving Average from Data Stream,moving-average-from-data-stream,1,True
345,Reverse Vowels of a String,reverse-vowels-of-a-string,1,False
344,Reverse String,reverse-string,1,False
343,Integer Break,integer-break,2,False
342,Power of Four,power-of-four,1,False
341,Flatten Nested List Iterator,flatten-nested-list-iterator,2,False
340,Longest Substring with At Most K Distinct Characters,longest-substring-with-at-most-k-distinct-characters,2,True
339,Nested List Weight Sum,nested-list-weight-sum,2,True
338,Counting Bits,counting-bits,1,False
337,House Robber III,house-robber-iii,2,False
336,Palindrome Pairs,palindrome-pairs,3,False
335,Self Crossing,self-crossing,3,False
334,Increasing Triplet Subsequence,increasing-triplet-subsequence,2,False
